num_items,has_electronics,state,order_total,avg_item_price,will_reorder
5,0,WA,298.04,59.61,0
5,0,TX,1297.62,259.52,1
5,0,MA,821.42,164.28,0
2,1,SD,645.87,322.94,0
6,1,MA,922.98,153.83,1
4,0,TX,970.68,242.67,1
2,1,NE,112.04,56.02,0
5,0,MA,1499.84,299.97,1
6,1,OR,577.68,96.28,1
3,0,FL,139.24,46.41,1
1,0,AZ,1285.87,1285.87,0
5,0,AZ,1489.88,297.98,0
3,0,TN,1233.72,411.24,0
4,1,OR,1285.23,321.31,1
5,1,TN,957.61,191.52,1
3,0,IL,1387.37,462.46,1
5,1,MI,101.82,20.36,1
2,0,CA,1161.75,580.88,1
6,1,WA,1022.53,170.42,1
3,0,IN,121.9,40.63,0
6,0,MI,838.76,139.79,1
2,0,AZ,796.84,398.42,0
2,0,MI,1052.72,526.36,0
6,1,TN,162.42,27.07,0
3,0,OH,1217.65,405.88,1
6,0,MI,252.13,42.02,1
6,0,OH,657.06,109.51,1
1,1,MI,1327.87,1327.87,1
3,1,ND,862.77,287.59,0
1,0,FL,600.41,600.41,0
5,0,CA,119.89,23.98,1
6,1,IN,1024.8,170.8,1
5,0,OR,1480.49,296.1,1
3,0,FL,1372.1,457.37,1
6,0,IN,1090.08,181.68,1
5,0,IN,202.67,40.53,0
4,0,CA,397.19,99.3,1
2,1,WA,320.93,160.46,0
6,0,OH,565.42,94.24,1
2,1,MI,391.5,195.75,0
1,0,OH,404.44,404.44,1
5,1,ND,944.26,188.85,1
1,0,AZ,512.12,512.12,0
6,0,KS,1031.89,171.98,0
2,0,SD,1424.44,712.22,0
2,0,AZ,975.79,487.9,0
5,0,NE,1139.9,227.98,0
6,1,KS,1139.79,189.96,1
4,0,SD,529.52,132.38,0
4,1,AZ,71.69,17.92,1
5,1,TX,129.82,25.96,1
6,0,TX,458.99,76.5,1
5,1,CO,1049.84,209.97,1
6,0,NE,1364.69,227.45,0
1,0,IN,1440.26,1440.26,0
5,0,ND,87.48,17.5,0
6,0,CO,1485.63,247.6,0
4,0,MA,517.62,129.4,0
6,1,OR,1272.29,212.05,1
6,0,OR,311.43,51.9,0
5,0,MN,141.2,28.24,0
1,1,CA,598.62,598.62,1
1,0,OR,1295.44,1295.44,0
1,0,MI,370.2,370.2,0
1,1,CO,273.24,273.24,0
3,0,MA,1369.22,456.41,0
5,0,TN,1410.59,282.12,0
2,0,CA,68.19,34.1,0
5,0,IN,1104.78,220.96,1
3,1,NE,498.35,166.12,1
1,1,IL,593.32,593.32,1
3,0,CA,730.2,243.4,1
4,0,TN,668.85,167.21,1
4,0,IL,796.71,199.18,1
5,1,SD,894.42,178.88,0
5,0,NE,725.11,145.02,0
2,0,FL,1067.27,533.64,1
2,1,SD,1091.97,545.98,0
4,1,ND,688.52,172.13,0
1,0,TN,256.57,256.57,0
3,0,IN,978.93,326.31,1
2,0,OR,1170.79,585.4,0
6,0,WA,975.26,162.54,0
2,1,NE,902.68,451.34,0
1,1,ND,382.65,382.65,0
1,1,OH,985.45,985.45,1
5,0,ND,535.54,107.11,0
3,0,TN,1383.36,461.12,0
1,0,SD,997.89,997.89,0
2,0,SD,453.36,226.68,0
2,1,FL,735.74,367.87,1
4,0,ND,1277.54,319.38,0
1,0,SD,536.42,536.42,0
6,0,FL,811.89,135.32,1
5,0,OH,1035.52,207.1,1
3,0,CA,1144.07,381.36,1
6,1,OR,302.14,50.36,1
5,0,FL,869.47,173.89,1
2,1,TN,1372.69,686.34,1
6,0,OR,1454.12,242.35,1
5,0,SD,1001.41,200.28,0
2,1,CO,1476.31,738.16,1
2,0,MA,877.57,438.78,0
2,1,TN,691.78,345.89,1
2,0,MN,849.8,424.9,1
2,0,FL,217.78,108.89,1
4,1,WA,632.49,158.12,1
6,1,CA,714.69,119.12,1
5,1,TX,1280.51,256.1,1
4,0,OH,1150.04,287.51,1
4,0,FL,922.07,230.52,1
1,1,ND,553.55,553.55,0
1,1,KS,321.2,321.2,0
1,0,NE,554.26,554.26,0
3,0,MN,1035.72,345.24,1
1,1,KS,431.4,431.4,0
5,0,OH,668.99,133.8,1
4,0,KS,610.82,152.71,0
5,1,TX,1160.11,232.02,1
6,0,MN,1331.49,221.92,1
1,0,MN,1064.09,1064.09,0
3,1,FL,545.32,181.77,1
6,0,FL,678.11,113.02,1
3,1,KS,257.86,85.95,0
6,0,AZ,293.74,48.96,1
4,0,NE,288.22,72.06,0
5,0,OH,239.35,47.87,0
2,1,MN,310.39,155.2,1
5,0,SD,343.9,68.78,0
1,0,OH,212.18,212.18,0
2,0,MI,978.38,489.19,0
3,0,MI,1486.08,495.36,0
4,0,SD,1324.82,331.2,1
4,0,MN,116.12,29.03,0
3,0,MN,663.44,221.15,0
1,0,MA,1296.0,1296.0,1
3,1,TN,245.28,81.76,1
6,1,TX,1279.09,213.18,1
1,0,IL,909.42,909.42,0
2,0,FL,1400.38,700.19,1
3,1,WA,1320.26,440.09,1
1,1,FL,1031.7,1031.7,1
2,0,KS,1003.84,501.92,0
3,1,MN,359.09,119.7,1
4,0,WA,219.29,54.82,0
3,0,FL,652.32,217.44,1
5,0,MN,320.54,64.11,0
3,1,AZ,198.5,66.17,0
5,0,WA,488.37,97.67,0
2,1,IL,1297.71,648.86,1
3,0,SD,74.86,24.95,0
2,0,TX,474.32,237.16,0
2,0,CO,664.88,332.44,0
1,1,NE,790.33,790.33,1
2,0,CA,313.29,156.65,1
2,0,AZ,1448.12,724.06,0
3,0,TX,889.37,296.46,1
3,1,TN,807.06,269.02,1
4,0,IL,62.79,15.7,0
1,0,SD,754.29,754.29,0
2,0,CO,1264.62,632.31,0
1,1,KS,368.48,368.48,0
5,1,ND,559.25,111.85,0
2,1,MN,79.83,39.92,0
1,0,MI,1466.54,1466.54,0
4,0,OR,146.65,36.66,0
4,1,OH,1352.42,338.1,1
2,0,CA,503.83,251.92,1
5,0,CO,901.96,180.39,1
4,0,KS,1035.01,258.75,0
4,1,WA,254.2,63.55,0
5,0,CO,693.45,138.69,0
1,0,MN,521.93,521.93,1
4,1,KS,132.07,33.02,1
3,0,MI,1258.13,419.38,1
6,0,TX,115.49,19.25,1
6,1,ND,997.22,166.2,1
4,1,KS,505.41,126.35,1
1,1,OR,328.59,328.59,1
1,1,FL,1017.27,1017.27,1
2,0,IN,883.08,441.54,0
3,1,MN,507.12,169.04,1
1,0,KS,793.79,793.79,0
5,1,OH,407.04,81.41,1
3,1,OR,1302.36,434.12,1
6,1,FL,505.04,84.17,1
3,1,MA,405.47,135.16,1
5,1,IL,1140.16,228.03,1
4,0,AZ,75.51,18.88,0
5,1,FL,438.62,87.72,1
5,0,CO,594.32,118.86,1
4,0,MI,1329.25,332.31,0
4,0,MA,1428.14,357.04,0
4,0,AZ,1088.89,272.22,0
4,1,IN,764.17,191.04,1
4,1,MI,978.9,244.72,1
5,0,KS,650.3,130.06,0
2,0,FL,483.3,241.65,1
2,0,OH,1428.5,714.25,1
1,1,TX,217.32,217.32,1
2,0,CA,552.27,276.14,1
6,1,IL,1353.68,225.61,1
2,1,NE,1098.56,549.28,1
5,0,MA,92.2,18.44,0
4,1,IN,83.49,20.87,1
4,1,MA,798.94,199.74,1
5,1,WA,752.17,150.43,1
6,0,CO,692.34,115.39,1
2,0,NE,488.4,244.2,0
5,1,CO,1480.63,296.13,1
1,0,IN,444.38,444.38,0
4,1,CA,760.56,190.14,1
3,0,NE,637.09,212.36,0
1,0,CA,296.86,296.86,1
6,0,IN,343.8,57.3,0
1,0,TX,1381.54,1381.54,0
5,0,CO,1294.51,258.9,1
2,0,CA,338.61,169.3,0
4,0,MA,1319.71,329.93,0
6,1,NE,353.32,58.89,1
6,1,FL,958.49,159.75,1
3,0,IL,167.86,55.95,1
1,0,OH,1326.54,1326.54,1
3,0,SD,124.68,41.56,0
2,0,TN,854.67,427.34,0
2,0,MN,1180.58,590.29,0
3,0,TN,219.41,73.14,0
4,0,NE,636.5,159.12,0
2,1,TX,110.83,55.42,1
3,0,TN,1039.99,346.66,0
1,1,NE,495.8,495.8,1
3,0,MA,861.12,287.04,1
3,1,CO,1402.46,467.49,1
5,0,TN,493.49,98.7,1
2,0,OH,120.51,60.26,1
4,0,MA,1029.66,257.42,1
4,0,IL,1190.92,297.73,1
5,0,MA,1438.91,287.78,1
6,0,NE,278.81,46.47,0
4,1,AZ,618.6,154.65,1
3,0,IN,1274.0,424.67,1
5,1,WA,1219.96,243.99,1
1,0,MA,955.95,955.95,0
2,1,KS,440.58,220.29,0
2,0,AZ,461.85,230.92,0
2,0,TN,229.8,114.9,0
3,0,NE,1386.69,462.23,0
1,0,IN,300.75,300.75,0
5,0,CA,880.69,176.14,1
5,0,OR,897.31,179.46,1
2,1,FL,585.93,292.96,1
1,1,AZ,561.15,561.15,0
1,0,WA,1019.45,1019.45,0
1,1,OH,613.03,613.03,1
4,1,CA,419.92,104.98,1
4,1,MI,628.74,157.18,1
2,0,CA,1221.11,610.55,1
1,0,MI,1451.39,1451.39,0
6,0,AZ,972.13,162.02,0
1,1,ND,1184.05,1184.05,0
5,0,CO,822.6,164.52,0
5,0,FL,955.99,191.2,1
2,0,WA,1482.73,741.36,0
6,0,IN,685.71,114.29,0
1,1,CO,146.07,146.07,0
6,0,ND,1437.66,239.61,1
2,1,SD,1199.94,599.97,1
5,1,IL,627.55,125.51,1
5,0,MN,1474.47,294.89,1
4,0,NE,551.03,137.76,0
2,1,SD,589.57,294.79,0
2,0,TX,934.11,467.06,1
1,0,MN,447.8,447.8,0
1,0,IN,1062.93,1062.93,0
4,0,WA,271.63,67.91,0
3,0,OH,206.64,68.88,1
6,0,CO,825.57,137.6,1
3,0,MN,855.47,285.16,0
3,0,OR,204.65,68.22,0
2,1,IN,1448.06,724.03,1
6,0,CO,881.27,146.88,1
2,1,TN,269.0,134.5,1
6,0,KS,501.59,83.6,0
5,1,OR,1210.34,242.07,1
2,0,MI,808.69,404.34,0
2,1,SD,322.82,161.41,0
2,0,CO,199.13,99.56,0
4,1,CA,674.62,168.66,1
2,0,CA,539.25,269.62,1
1,0,CO,1001.08,1001.08,0
1,0,WA,1391.61,1391.61,0
6,1,OR,409.21,68.2,1
5,1,WA,1290.09,258.02,1
4,0,MN,1384.67,346.17,1
6,1,CA,1357.9,226.32,1
1,1,AZ,1430.51,1430.51,1
4,1,FL,1271.06,317.76,1
4,1,OR,910.55,227.64,1
5,1,AZ,644.28,128.86,0
4,0,OR,762.95,190.74,0
2,1,TN,1315.29,657.64,1
4,0,OR,487.03,121.76,1
5,1,CO,280.93,56.19,1
6,0,CO,254.19,42.36,1
5,0,MI,1249.14,249.83,1
5,0,IN,1154.15,230.83,1
1,1,OH,771.59,771.59,1
2,1,CA,448.56,224.28,1
1,0,MA,1032.54,1032.54,0
6,1,CA,105.73,17.62,1
3,1,FL,873.93,291.31,1
6,1,SD,627.72,104.62,1
2,0,FL,1467.9,733.95,1
4,1,OH,785.96,196.49,1
5,0,NE,850.79,170.16,0
3,1,OH,1082.93,360.98,1
2,0,OR,752.58,376.29,0
1,0,WA,375.62,375.62,0
5,1,IN,829.05,165.81,1
6,0,ND,1419.19,236.53,0
1,0,CA,644.37,644.37,1
2,1,IL,1035.48,517.74,1
2,0,CA,1468.15,734.08,1
6,0,MN,1253.39,208.9,1
3,0,CA,1005.6,335.2,1
6,0,ND,1117.19,186.2,0
4,0,WA,1407.9,351.98,0
1,0,SD,1441.64,1441.64,0
3,1,MI,1455.0,485.0,1
5,0,MI,957.18,191.44,0
4,0,CO,607.83,151.96,1
3,0,MI,243.07,81.02,0
1,0,OR,609.04,609.04,0
2,1,KS,1417.29,708.64,1
5,1,TN,1340.21,268.04,1
6,0,TN,809.31,134.88,0
1,0,AZ,828.66,828.66,0
4,0,FL,497.93,124.48,1
4,1,FL,709.04,177.26,1
2,0,KS,1085.95,542.98,0
2,0,MA,633.52,316.76,0
5,0,TX,322.58,64.52,1
6,1,IL,834.25,139.04,1
5,1,KS,376.74,75.35,1
2,1,FL,1462.72,731.36,1
2,0,IN,615.99,308.0,0
4,0,KS,1369.01,342.25,0
2,0,WA,377.05,188.52,0
3,1,IL,324.35,108.12,1
1,1,CO,944.51,944.51,1
2,0,KS,1180.1,590.05,0
5,0,OR,871.81,174.36,1
6,0,KS,383.2,63.87,0
6,0,IL,104.95,17.49,1
6,0,IL,946.52,157.75,1
3,0,CA,240.0,80.0,0
5,0,IN,547.61,109.52,1
3,0,SD,1029.89,343.3,0
2,1,MN,192.13,96.06,1
1,0,KS,234.51,234.51,0
6,0,IL,139.42,23.24,1
5,0,AZ,1494.31,298.86,0
6,1,OH,611.26,101.88,1
3,1,WA,1363.4,454.47,0
4,0,OH,475.7,118.92,1
2,0,WA,1142.14,571.07,0
1,0,IL,367.65,367.65,1
2,1,OH,772.57,386.28,1
4,1,FL,1245.69,311.42,1
1,1,TX,1233.68,1233.68,1
4,0,CO,1201.71,300.43,0
2,1,TX,1244.41,622.21,1
3,1,ND,356.63,118.88,0
2,1,FL,749.21,374.6,1
2,0,CA,753.06,376.53,0
2,0,TN,1341.23,670.62,0
5,0,WA,480.49,96.1,0
4,0,MA,1400.67,350.17,0
4,0,CO,703.65,175.91,0
6,1,MI,1021.19,170.2,1
4,1,IN,439.88,109.97,1
6,1,MN,644.93,107.49,1
5,0,MN,1079.21,215.84,0
3,0,OH,793.48,264.49,0
6,1,TX,1399.53,233.26,1
2,0,MI,1118.83,559.42,0
3,0,TX,868.38,289.46,1
5,1,MI,1335.67,267.13,1
4,1,MI,1015.06,253.76,1
6,0,AZ,988.61,164.77,0
2,1,CA,407.24,203.62,1
1,1,TN,622.54,622.54,1
1,1,AZ,1040.79,1040.79,0
3,1,MN,1343.1,447.7,1
4,0,WA,507.54,126.88,0
1,1,MA,362.45,362.45,1
3,0,ND,910.86,303.62,0
5,0,CA,147.44,29.49,1
3,1,MA,1086.09,362.03,1
3,0,MA,1069.55,356.52,0
3,1,TX,564.7,188.23,1
2,1,SD,1344.38,672.19,1
3,1,TX,778.16,259.39,1
6,1,OH,986.36,164.39,1
3,0,IL,353.89,117.96,1
2,0,NE,655.14,327.57,0
2,0,AZ,1300.51,650.26,0
5,0,IL,358.76,71.75,1
4,0,MA,616.33,154.08,0
1,0,OH,511.21,511.21,1
1,1,MA,269.11,269.11,0
3,1,ND,470.09,156.7,0
5,1,AZ,387.52,77.5,0
3,1,OH,1389.21,463.07,1
1,0,CO,1124.56,1124.56,0
2,0,TX,508.35,254.18,1
4,0,IL,1156.84,289.21,1
5,1,MA,82.1,16.42,1
2,0,OR,813.46,406.73,0
4,1,FL,412.99,103.25,1
5,0,ND,215.77,43.15,0
5,0,SD,1331.45,266.29,0
1,0,KS,339.04,339.04,0
2,0,ND,1242.47,621.24,0
5,0,IL,649.17,129.83,1
6,1,IL,70.72,11.79,1
5,1,MA,1112.17,222.43,1
4,0,MN,914.72,228.68,0
1,1,IN,549.05,549.05,0
3,0,SD,458.24,152.75,0
1,1,TN,156.85,156.85,0
3,0,TX,1415.07,471.69,1
2,1,MA,766.28,383.14,0
2,0,MA,174.01,87.0,0
5,0,MI,1309.59,261.92,1
6,0,CA,454.31,75.72,1
2,0,SD,345.22,172.61,0
5,0,WA,457.36,91.47,0
1,0,CO,868.63,868.63,0
2,1,TX,157.38,78.69,1
1,1,FL,748.55,748.55,1
1,1,FL,1348.83,1348.83,1
6,1,OR,322.85,53.81,1
2,1,MI,530.22,265.11,0
1,0,MI,624.38,624.38,0
6,0,WA,900.02,150.0,0
6,1,MN,1382.92,230.49,1
2,1,FL,622.08,311.04,1
6,0,NE,150.27,25.04,0
2,0,MA,554.53,277.26,0
2,0,CA,325.62,162.81,0
3,1,OH,995.07,331.69,1
1,0,TN,92.43,92.43,0
4,1,CA,473.3,118.32,1
2,1,ND,840.5,420.25,0
1,1,MN,452.13,452.13,1
6,0,SD,848.94,141.49,0
5,0,TX,216.33,43.27,1
2,0,MA,1417.07,708.54,1
6,0,WA,471.81,78.64,0
6,1,MI,1388.35,231.39,1
6,0,MA,522.46,87.08,0
6,0,OR,1183.67,197.28,1
6,0,WA,406.97,67.83,0
2,1,NE,1021.16,510.58,0
4,0,OR,519.39,129.85,0
3,1,TX,788.28,262.76,1
6,0,CO,1027.03,171.17,1
6,0,KS,903.88,150.65,0
3,0,TX,885.61,295.2,1
2,0,NE,145.24,72.62,0
1,1,MI,411.16,411.16,1
5,0,SD,879.17,175.83,0
5,0,WA,76.56,15.31,0
1,1,OH,413.43,413.43,1
2,1,MA,382.32,191.16,1
5,1,OR,412.29,82.46,1
3,0,MA,826.63,275.54,0
1,0,OR,893.84,893.84,0
4,1,KS,1368.05,342.01,0
2,1,NE,609.75,304.88,0
1,1,ND,1393.54,1393.54,1
5,0,ND,995.33,199.07,0
2,1,OH,1373.36,686.68,1
3,1,WA,1258.53,419.51,1
2,0,CA,1046.99,523.5,1
2,1,SD,566.35,283.18,0
3,1,WA,399.61,133.2,1
6,0,SD,372.47,62.08,0
3,0,NE,1430.65,476.88,0
2,1,OH,1439.93,719.96,1
3,0,ND,1101.01,367.0,0
6,0,IL,1331.5,221.92,1
1,0,AZ,1382.54,1382.54,0
3,0,CO,791.76,263.92,0
3,1,KS,962.14,320.71,1
2,0,NE,657.19,328.6,0
1,0,SD,656.81,656.81,0
4,1,IL,105.72,26.43,1
4,0,SD,679.04,169.76,0
5,0,MA,1026.56,205.31,1
3,1,MN,661.87,220.62,1
3,0,TN,1314.99,438.33,0
1,0,MA,532.22,532.22,0
6,1,AZ,242.39,40.4,1
4,1,NE,1226.76,306.69,1
5,1,IL,1027.22,205.44,1
1,1,CO,400.64,400.64,1
3,1,AZ,827.85,275.95,1
4,1,FL,632.69,158.17,1
5,1,MA,1411.35,282.27,1
2,0,CO,930.63,465.32,0
4,0,MN,279.66,69.92,0
5,1,CA,778.12,155.62,1
1,0,ND,1300.71,1300.71,0
2,0,MN,1023.67,511.84,1
5,0,OR,1271.56,254.31,0
5,0,KS,413.08,82.62,0
3,0,CA,1338.11,446.04,0
6,1,MI,1145.64,190.94,1
4,1,TN,1106.92,276.73,1
3,1,OH,552.48,184.16,1
2,1,MI,1337.1,668.55,1
6,0,FL,975.07,162.51,1
5,0,MN,1285.17,257.03,1
3,0,NE,573.41,191.14,0
6,1,TX,261.2,43.53,1
4,0,OR,531.89,132.97,0
2,0,OR,710.13,355.06,0
1,1,CA,823.44,823.44,1
3,0,ND,790.67,263.56,0
2,1,TN,841.78,420.89,1
1,1,IN,1270.47,1270.47,1
3,0,IL,296.65,98.88,1
2,0,FL,508.27,254.14,1
2,1,SD,1338.48,669.24,1
6,0,FL,862.66,143.78,1
3,0,MN,895.92,298.64,0
2,0,CO,743.19,371.6,0
5,1,IL,846.01,169.2,1
3,0,IN,337.22,112.41,0
2,1,MA,842.96,421.48,1
6,1,KS,1495.9,249.32,1
1,0,MN,870.77,870.77,0
1,1,IN,114.38,114.38,0
5,0,OR,1204.83,240.97,1
3,0,FL,624.89,208.3,1
6,1,OH,272.83,45.47,1
2,1,TX,1300.65,650.33,1
2,0,KS,337.06,168.53,0
1,1,FL,1385.11,1385.11,1
6,1,OR,690.6,115.1,1
5,1,CO,1127.05,225.41,1
1,0,IL,843.14,843.14,0
1,1,TN,422.11,422.11,1
5,0,FL,1023.08,204.62,1
3,0,CA,1438.97,479.66,1
2,1,WA,1165.97,582.98,1
3,1,TX,925.83,308.61,1
6,0,OR,1486.41,247.74,1
4,0,OH,434.72,108.68,1
4,0,NE,140.4,35.1,0
4,1,IN,96.59,24.15,1
5,0,FL,1080.5,216.1,1
1,0,TN,1253.84,1253.84,0
3,0,OH,970.9,323.63,1
2,1,FL,1362.29,681.14,1
4,1,TX,1062.07,265.52,1
3,1,AZ,587.88,195.96,0
4,1,WA,312.82,78.2,0
4,0,TX,1390.74,347.68,1
2,0,SD,200.22,100.11,0
6,0,ND,837.33,139.56,0
6,1,OH,505.31,84.22,1
6,0,AZ,443.55,73.92,0
5,0,TX,986.46,197.29,1
1,0,IN,385.29,385.29,0
5,0,FL,1378.73,275.75,1
3,0,TN,638.76,212.92,0
5,1,SD,1032.19,206.44,0
3,1,SD,1105.25,368.42,0
3,1,IN,1040.27,346.76,1
1,1,SD,1359.93,1359.93,1
2,0,OR,385.14,192.57,0
1,0,ND,174.78,174.78,0
6,1,KS,130.43,21.74,0
6,1,MI,1322.87,220.48,1
5,0,TN,1461.27,292.25,1
3,1,IL,488.66,162.89,1
4,0,MN,1055.6,263.9,0
4,0,WA,62.92,15.73,0
3,1,CO,323.52,107.84,1
1,0,OH,1049.45,1049.45,1
2,0,ND,145.54,72.77,0
1,0,TX,729.34,729.34,1
3,0,OH,1010.75,336.92,1
3,1,IN,1160.64,386.88,1
2,1,TX,708.03,354.02,1
5,1,OH,963.91,192.78,1
5,1,MN,832.38,166.48,1
2,0,CO,125.84,62.92,0
5,0,OR,1127.07,225.41,0
4,0,IL,299.92,74.98,1
5,0,IL,96.12,19.22,1
5,0,TX,704.19,140.84,1
5,1,MN,1305.17,261.03,1
4,1,IL,268.7,67.18,1
5,0,FL,68.64,13.73,1
6,1,IN,209.47,34.91,1
4,0,FL,577.31,144.33,0
2,1,KS,891.25,445.62,1
1,1,KS,329.87,329.87,0
2,0,WA,1212.85,606.42,0
1,0,CO,1142.28,1142.28,0
2,1,AZ,1059.0,529.5,1
6,1,FL,756.83,126.14,1
1,1,IN,579.56,579.56,1
1,1,MI,594.6,594.6,1
3,1,OR,779.45,259.82,1
1,0,NE,162.11,162.11,0
1,0,FL,1039.34,1039.34,1
3,0,NE,559.69,186.56,0
5,0,MN,375.9,75.18,0
5,0,KS,453.57,90.71,0
3,1,CO,311.43,103.81,1
4,0,OR,1357.27,339.32,1
1,0,MN,295.1,295.1,0
1,1,TN,1330.24,1330.24,1
3,0,TN,879.75,293.25,0
3,0,MN,1307.8,435.93,0
4,1,OH,737.39,184.35,1
6,1,IN,1395.07,232.51,1
5,0,NE,356.66,71.33,0
2,0,MI,854.3,427.15,1
6,1,OH,232.47,38.74,1
5,0,FL,698.47,139.69,1
1,0,ND,876.36,876.36,0
6,1,WA,928.23,154.71,1
3,0,ND,580.02,193.34,0
4,0,FL,160.69,40.17,1
5,0,WA,1000.22,200.04,0
4,1,AZ,758.23,189.56,1
5,1,KS,248.47,49.69,0
6,0,IN,1407.02,234.5,1
1,0,SD,1435.72,1435.72,0
2,0,WA,1292.08,646.04,0
4,0,ND,1273.61,318.4,0
4,0,SD,193.07,48.27,0
2,1,TN,1490.46,745.23,1
4,0,KS,630.55,157.64,0
4,0,MN,286.53,71.63,0
5,0,NE,1227.55,245.51,0
5,0,OR,377.31,75.46,0
2,0,IL,812.95,406.48,1
1,0,WA,235.62,235.62,0
6,1,IL,738.24,123.04,1
6,1,CO,859.31,143.22,1
4,0,IL,696.59,174.15,1
1,0,TX,150.76,150.76,0
2,0,NE,753.16,376.58,0
2,0,MI,729.97,364.98,0
5,1,AZ,429.35,85.87,0
4,0,WA,1386.32,346.58,0
3,1,FL,655.8,218.6,1
2,1,MN,1302.97,651.48,1
4,1,KS,209.01,52.25,0
1,1,AZ,512.37,512.37,0
5,0,TX,305.68,61.14,1
6,1,CA,642.2,107.03,1
1,1,ND,211.87,211.87,0
2,1,MI,689.5,344.75,1
2,0,KS,563.11,281.56,0
1,1,TX,373.81,373.81,1
2,0,TX,981.16,490.58,1
4,1,CA,1428.82,357.2,1
2,0,IN,350.31,175.16,0
5,1,OR,1082.1,216.42,1
4,0,IN,1126.45,281.61,0
3,0,CA,772.27,257.42,1
2,0,AZ,1351.62,675.81,0
2,0,MN,1451.27,725.64,1
5,0,IL,575.26,115.05,1
5,0,CA,994.0,198.8,1
6,1,TN,1010.21,168.37,1
1,1,CA,635.27,635.27,1
1,1,MN,509.35,509.35,1
1,0,CA,1403.93,1403.93,1
5,0,TN,1195.47,239.09,0
1,0,TN,215.97,215.97,0
1,1,KS,223.83,223.83,0
3,1,NE,1387.69,462.56,1
1,0,SD,168.04,168.04,0
2,0,MA,1048.21,524.1,0
6,1,IN,378.8,63.13,1
5,1,MN,101.02,20.2,1
4,1,CO,136.47,34.12,0
6,1,TX,591.61,98.6,1
3,0,KS,162.5,54.17,0
5,0,FL,915.13,183.03,1
5,0,OR,988.52,197.7,1
2,0,SD,591.53,295.76,0
6,0,MA,1127.17,187.86,1
6,0,SD,760.56,126.76,0
1,0,OR,673.83,673.83,0
2,0,MI,640.13,320.06,0
1,0,MA,675.1,675.1,0
1,0,TX,1453.44,1453.44,1
5,0,CA,1038.04,207.61,1
6,1,CO,507.05,84.51,1
1,1,MA,1114.1,1114.1,1
3,0,NE,528.89,176.3,0
3,0,AZ,232.29,77.43,0
6,0,MN,739.27,123.21,0
3,1,CO,1138.98,379.66,1
5,0,IN,597.61,119.52,1
2,0,KS,1310.3,655.15,0
4,1,WA,611.08,152.77,1
1,0,ND,557.27,557.27,0
4,0,IL,1497.45,374.36,1
2,0,ND,749.58,374.79,0
2,0,NE,1217.57,608.78,0
5,0,MN,1217.23,243.45,0
3,1,MA,1393.24,464.41,1
3,0,MI,173.1,57.7,0
2,1,FL,443.27,221.64,1
5,0,IL,1163.23,232.65,1
5,0,MA,865.77,173.15,1
6,0,MI,861.44,143.57,1
1,0,SD,291.01,291.01,0
3,0,SD,457.67,152.56,0
2,0,TN,805.93,402.96,0
6,1,OR,451.91,75.32,0
4,0,MA,354.91,88.73,0
3,0,WA,177.25,59.08,0
1,0,MN,275.8,275.8,0
5,0,IN,1164.86,232.97,1
2,0,NE,1092.23,546.12,0
3,0,CA,116.46,38.82,1
4,0,KS,344.76,86.19,0
1,0,TN,862.66,862.66,0
1,1,CO,517.81,517.81,1
6,0,OH,1243.71,207.28,1
3,0,CO,1188.23,396.08,1
4,1,WA,1342.79,335.7,1
1,1,ND,866.25,866.25,0
2,1,MA,560.51,280.26,1
1,0,IN,928.79,928.79,1
4,1,AZ,179.25,44.81,0
5,0,AZ,63.9,12.78,0
5,0,MA,74.79,14.96,0
6,1,IL,640.94,106.82,1
3,0,TN,380.71,126.9,1
4,1,ND,278.14,69.54,0
6,1,IL,942.22,157.04,1
1,1,FL,1492.89,1492.89,1
1,1,IN,307.74,307.74,1
5,0,OR,842.31,168.46,0
6,0,MI,223.6,37.27,0
5,1,NE,1404.64,280.93,1
2,1,ND,473.04,236.52,0
5,1,OR,1323.59,264.72,1
2,1,TN,460.46,230.23,1
1,1,AZ,1218.78,1218.78,1
6,1,OH,353.6,58.93,1
2,0,OH,474.54,237.27,1
6,0,CA,329.09,54.85,1
6,1,FL,433.18,72.2,1
2,0,IN,1260.56,630.28,1
3,0,IL,976.6,325.53,1
5,0,CO,638.53,127.71,1
2,1,AZ,1458.71,729.36,1
1,1,FL,724.05,724.05,1
6,1,CA,1456.15,242.69,1
4,0,IL,335.05,83.76,1
2,1,CO,1361.73,680.86,1
5,1,MI,70.04,14.01,1
6,0,IN,840.69,140.12,1
3,0,WA,663.43,221.14,0
1,0,IN,811.38,811.38,0
3,0,NE,852.5,284.17,0
4,1,ND,614.1,153.52,0
2,0,CA,1497.39,748.7,1
6,1,SD,1465.94,244.32,1
2,0,NE,1444.53,722.26,0
5,0,NE,1469.67,293.93,0
2,0,MI,1199.87,599.93,0
1,0,CA,1483.46,1483.46,0
4,0,CO,1343.92,335.98,0
3,0,NE,653.1,217.7,0
4,0,TN,1187.93,296.98,1
6,0,AZ,1372.5,228.75,0
2,1,CO,1083.28,541.64,1
6,0,CA,663.03,110.5,1
3,0,MI,145.4,48.47,0
6,1,SD,1224.06,204.01,1
5,0,WA,1431.48,286.3,0
4,1,ND,575.57,143.89,0
3,1,TN,270.26,90.09,1
3,0,TX,523.43,174.48,1
3,1,IL,894.8,298.27,1
